Feeder,Model,Metric,Value
SSEN-280700502003,Naive,MAPE,117.83280865253572
SSEN-280302214001,Naive,MAPE,151.10161323987134
SSEN-280302214003,Naive,MAPE,111.419819747092
SSEN-251200222001,Naive,MAPE,338.6901164240985
SSEN-280302202003,Naive,MAPE,118.41240587361743
SSEN-252601004002,Naive,MAPE,120.40569801698138
SSEN-280301212001,Naive,MAPE,155.06463096971294
SSEN-281800903003,Naive,MAPE,129.68343117598792
SSEN-281600409001,Naive,MAPE,133.82232766048293
SSEN-280301009002,Naive,MAPE,121.74660713732428
SSEN-282000446001,Naive,MAPE,136.20952976950048
SSEN-252800142003,Naive,MAPE,112.57443528803897
SSEN-251201413001,Naive,MAPE,136.719481521315
SSEN-190900634003,Naive,MAPE,216.4990660656422
SSEN-280500510006,Naive,MAPE,221.54027447412608
SSEN-281101602003,Naive,MAPE,129.7983107616576
SSEN-251100514002,Naive,MAPE,135.90009821249242
SSEN-251200305005,Naive,MAPE,127.2155236183907
SSEN-281601112002,Naive,MAPE,138.02281200862672
SSEN-281601112004,Naive,MAPE,130.88633176754192
SSEN-282201620003,Naive,MAPE,145.23851200302155
SSEN-281600105004,Naive,MAPE,125.23875103561286
SSEN-251200811002,Naive,MAPE,241.84499956629773
SSEN-281800326003,Naive,MAPE,131.82005209143165
SSEN-251200703501,Naive,MAPE,134.564700883983
SSEN-280800712004,Naive,MAPE,125.61001623960215
SSEN-280960705201,Naive,MAPE,112.57875581488335
SSEN-280960705202,Naive,MAPE,116.08490377548048
SSEN-252901202001,Naive,MAPE,114.8435412214108
SSEN-280700215003,Naive,MAPE,169.95679516920447
SSEN-281101508001,Naive,MAPE,317.18816906285423
SSEN-251100608001,Naive,MAPE,129.54663008750714
SSEN-251100608002,Naive,MAPE,117.18745065662866
SSEN-281101318003,Naive,MAPE,126.55452339573341
SSEN-282202807006,Naive,MAPE,145.47281053718433
SSEN-251201308004,Naive,MAPE,150.63145967540046
SSEN-280700110001,Naive,MAPE,114.03187030165375
SSEN-282202806001,Naive,MAPE,112.89414076575393
SSEN-250101504204,Naive,MAPE,142.90468622622367
SSEN-280300544002,Naive,MAPE,120.11306171145719
SSEN-281800605502,Naive,MAPE,183.84948679595774
SSEN-280300102003,Naive,MAPE,139.34571186199403
SSEN-280302216002,Naive,MAPE,280.4978143487666
SSEN-252900238002,Naive,MAPE,141.62475147888676
SSEN-251200308002,Naive,MAPE,199.77875393494938
SSEN-251200308004,Naive,MAPE,142.406784651991
SSEN-282200544001,Naive,MAPE,126.73032749198958
SSEN-280800226005,Naive,MAPE,131.9713183475145
SSEN-282200837003,Naive,MAPE,125.9356802655336
SSEN-282200620002,Naive,MAPE,121.00094925787732
SSEN-280800709001,Naive,MAPE,153.54751267897328
SSEN-251200312002,Naive,MAPE,131.49886905275378
SSEN-282000444001,Naive,MAPE,139.32636294391884
SSEN-250101712502,Naive,MAPE,167.18480327558902
SSEN-250101712503,Naive,MAPE,114.74637591203462
SSEN-251101002009,Naive,MAPE,120.32127721664445
SSEN-281101324001,Naive,MAPE,146.62291834058666
SSEN-280700614005,Naive,MAPE,149.64967261670805
SSEN-281800615002,Naive,MAPE,147.87043985395718
SSEN-252900229002,Naive,MAPE,306.9395012688564
SSEN-252900229003,Naive,MAPE,116.72897410948744
SSEN-252901204004,Naive,MAPE,119.5579199924131
SSEN-280800702002,Naive,MAPE,222.01641947455468
SSEN-280800217005,Naive,MAPE,227.19546768328996
SSEN-252900116001,Naive,MAPE,198.39213190730243
SSEN-252900116002,Naive,MAPE,134.90563981374382
SSEN-252900116004,Naive,MAPE,112.00994826152852
SSEN-280961109502,Naive,MAPE,126.06937613994434
SSEN-280961200603,Naive,MAPE,136.22044842158974
SSEN-280300410004,Naive,MAPE,154.24591909247127
SSEN-281600508001,Naive,MAPE,125.24064566882218
SSEN-280800129503,Naive,MAPE,212.57545182739776
SSEN-280800129504,Naive,MAPE,113.50421707077203
SSEN-252901506002,Naive,MAPE,120.778291888923
SSEN-281800402003,Naive,MAPE,115.48827390405773
SSEN-280800104005,Naive,MAPE,154.97209764511655
SSEN-252102104001,Naive,MAPE,111.67325662236792
SSEN-282201132005,Naive,MAPE,256.87157967716246
SSEN-281601006002,Naive,MAPE,152.55305292882656
SSEN-282200918005,Naive,MAPE,146.62630360031176
SSEN-281200501002,Naive,MAPE,157.28298918923338
SSEN-251200801004,Naive,MAPE,128.49794991873776
SSEN-252900931003,Naive,MAPE,203.12501500375882
SSEN-251200704501,Naive,MAPE,115.20426210018088
SSEN-251100402002,Naive,MAPE,117.9572785786886
SSEN-251100402005,Naive,MAPE,153.87441204148172
SSEN-281200238001,Naive,MAPE,183.351133384754
SSEN-281600801004,Naive,MAPE,159.22085616118537
SSEN-281800120003,Naive,MAPE,178.7355472910921
SSEN-252900232001,Naive,MAPE,123.79586291252916
SSEN-252900232002,Naive,MAPE,173.95716681088643
SSEN-282200630003,Naive,MAPE,116.9101412493718
SSEN-280300104001,Naive,MAPE,115.764614383088
SSEN-252900140004,Naive,MAPE,152.78784497852675
SSEN-252900906004,Naive,MAPE,115.5134704693442
SSEN-282201129002,Naive,MAPE,179.3392758533336
SSEN-251100208004,Naive,MAPE,6012.041660339161
SSEN-281800614006,Naive,MAPE,123.96691051743764
SSEN-280300702002,Naive,MAPE,111.20326321586845
SSEN-280300516002,Naive,R2,-2.7550081853400283
SSEN-280301612001,Naive,R2,-7.235882557770575
SSEN-282201002001,Naive,R2,-5.189579038891731
SSEN-282201002002,Naive,R2,-3.0692018226940885
SSEN-282202803001,Naive,R2,-3.1897549891090975
SSEN-250802304003,Naive,R2,-7.212908414217189
SSEN-252901512001,Naive,R2,-3.9542076236767496
SSEN-282201014001,Naive,R2,-4.189311976194843
SSEN-282201014002,Naive,R2,-7.420834686121239
SSEN-280301014003,Naive,R2,-4.6123411127589105
SSEN-282200516002,Naive,R2,-21.469685725337705
SSEN-252100814003,Naive,R2,-2.950622326301575
SSEN-250100804201,Naive,R2,-5.081074219968722
SSEN-250460816001,Naive,R2,-2.754288427428382
SSEN-280800604001,Naive,R2,-2.7856032929691685
SSEN-281601008002,Naive,R2,-8.839434343851204
SSEN-282200920004,Naive,R2,-3.190690237556815
SSEN-281600402001,Naive,R2,-3.753706155969317
SSEN-280800127504,Naive,R2,-5.206798635747334
SSEN-252901508002,Naive,R2,-6.5115769812514275
SSEN-252901508003,Naive,R2,-4.137624194107364
SSEN-281600510001,Naive,R2,-5.5780989728489345
SSEN-251201204001,Naive,R2,-3.5324763510292208
SSEN-251201204002,Naive,R2,-9.60173570267526
SSEN-251201204006,Naive,R2,-2.904708677651356
SSEN-252900925001,Naive,R2,-7.50854173115367
SSEN-251101206002,Naive,R2,-3.005301649666462
SSEN-280301604304,Naive,R2,-5.777634980355674
SSEN-282200520001,Naive,R2,-3.175716254518991
SSEN-252901532004,Naive,R2,-2.9957905257727027
SSEN-252900231001,Naive,R2,-3.5358482644806397
SSEN-281800318002,Naive,R2,-2.840700938192373
SSEN-281601004001,Naive,R2,-3.857834702904735
SSEN-281601004002,Naive,R2,-3.5490537304847116
SSEN-281601004008,Naive,R2,-3.112496283603808
SSEN-252901524003,Naive,R2,-4.768255713782105
SSEN-252901524004,Naive,R2,-6.998619940857665
SSEN-251100616002,Naive,R2,-4.708151754028442
SSEN-251101006003,Naive,R2,-2.757101764640494
SSEN-250460118004,Naive,R2,-2.8637995294216423
SSEN-250802308503,Naive,R2,-4.421492415720205
SSEN-282200632004,Naive,R2,-5.234925547304044
SSEN-252900230005,Naive,R2,-5.004685096050245
SSEN-282200825101,Naive,R2,-6.163369633071793
SSEN-282202619001,Naive,R2,-8.995747566619029
SSEN-250101612501,Naive,R2,-9.607686830429094
SSEN-280301604603,Naive,R2,-2.927554725483658
SSEN-281600803004,Naive,R2,-3.3225932712211774
SSEN-252900420001,Naive,R2,-3.7657579256688676
SSEN-252900420004,Naive,R2,-3.1800954041287453
SSEN-282200608003,Naive,R2,-4.810274025055703
SSEN-280300624005,Naive,R2,-2.7314687082746634
SSEN-280700508001,Naive,R2,-3.233082468672338
SSEN-280960203002,Naive,R2,-4.636871399216356
SSEN-280960203003,Naive,R2,-4.325252302832314
SSEN-280301218002,Naive,R2,-3.1667064295230416
SSEN-280301218003,Naive,R2,-3.057221544771351
SSEN-281800724002,Naive,R2,-4.8098459131160505
SSEN-251201301005,Naive,R2,-4.241179586827652
SSEN-280960405305,Naive,R2,-3.8373655930329527
SSEN-280301812001,Naive,R2,-12.259566310736316
SSEN-280800717001,Naive,R2,-8.33951955155541
SSEN-282202615003,Naive,R2,-2.792752622760192
SSEN-282200628002,Naive,R2,-8.235433410186769
SSEN-282202403502,Naive,R2,-3.506199049533879
SSEN-282202403504,Naive,R2,-4.238144397217332
SSEN-280300628003,Naive,R2,-3.816908351160415
SSEN-281101608002,Naive,R2,-9.86337024120661
SSEN-281300142004,Naive,R2,-3.8723291570694567
SSEN-281200220003,Naive,R2,-3.611120021033755
SSEN-280301214005,Naive,R2,-3.3558519435869236
SSEN-280800107003,Naive,R2,-3.0231408820887538
SSEN-281800236001,Naive,R2,-3.3278643243965265
SSEN-252800138003,Naive,R2,-2.8921467045744538
SSEN-281101316003,Naive,R2,-3.0728838395313396
SSEN-280300623002,Naive,R2,-7.080771790130555
SSEN-280500116002,Naive,R2,-2.8240172613501753
SSEN-281600605002,Naive,R2,-3.1561309388362897
SSEN-252901534001,Naive,R2,-4.28484495044276
SSEN-252901534002,Naive,R2,-3.8518810568255812
SSEN-252901534003,Naive,R2,-7.242634569608514
SSEN-250101615503,Naive,R2,-4.037682665322684
SSEN-281800308001,Naive,R2,-3.7317657843905954
SSEN-281800308002,Naive,R2,-7.615206276996792
SSEN-251200307003,Naive,R2,-3.105544776016175
SSEN-281600613003,Naive,R2,-5.648989668420866
SSEN-280300834001,Naive,R2,-3.917333743642514
SSEN-280301244001,Naive,R2,-2.8631235734547476
SSEN-252901502004,Naive,R2,-8.187036362245534
SSEN-252901502005,Naive,R2,-4.2543164599906556
SSEN-252901514003,Naive,R2,-2.7830650395194927
SSEN-252901514004,Naive,R2,-4.133956421946426
SSEN-251200809002,Naive,R2,-2.889460569342709
SSEN-280300228003,Naive,R2,-4.288611115260911
SSEN-281800914004,Naive,R2,-3.0558472357712736
SSEN-281801104004,Naive,R2,-3.48923531625391
SSEN-282202612002,Naive,R2,-2.8104555416943287
SSEN-252600803004,Naive,R2,-3.014243751860686
SSEN-282200510002,Naive,R2,-4.099963870956668
SSEN-281800304003,Naive,R2,-5.589419724653635
SSEN-280800710001,Naive,R2,-4.683261695078301
SSEN-280800710003,Naive,R2,-3.3291406550165785
SSEN-280300838002,Naive,R2,-3.6170015600855177
SSEN-252600510003,Naive,R2,-3.0805681931177435
SSEN-280800711002,Naive,R2,-5.757690844505524
SSEN-250460104003,Naive,R2,-6.3540180782939935
SSEN-252900144007,Naive,R2,-3.808904009428362
SSEN-250460606001,Naive,R2,-8.86280723353591
SSEN-250460606004,Naive,R2,-3.6331737033227363
SSEN-250460606005,Naive,R2,-6.2598522603929565
SSEN-252900216005,Naive,R2,-3.100765638740188
SSEN-280700502003,Naive,R2,-5.355687390761453
SSEN-251200808002,Naive,R2,-5.20151076916957
SSEN-280302214001,Naive,R2,-6.935088253715531
SSEN-280302214003,Naive,R2,-3.8969169349437625
SSEN-251200222001,Naive,R2,-7.9604807430198345
SSEN-280302202003,Naive,R2,-7.832324246199567
SSEN-252601004002,Naive,R2,-5.662957534433192
SSEN-280301212001,Naive,R2,-6.836337113064613
SSEN-280301212004,Naive,R2,-3.0399792152988603
SSEN-281600409001,Naive,R2,-3.1966711167021495
SSEN-281800132004,Naive,R2,-4.596239328502138
SSEN-281800132005,Naive,R2,-4.405864011748522
SSEN-251101112004,Naive,R2,-3.1955718161158604
SSEN-282000446003,Naive,R2,-4.236089208946097
SSEN-251101104001,Naive,R2,-4.055409121779166
SSEN-250101614504,Naive,R2,-3.074236348036175
SSEN-280500510004,Naive,R2,-3.2889961075688596
SSEN-280500510006,Naive,R2,-8.698093156185708
SSEN-282201048002,Naive,R2,-3.6431819521617452
SSEN-251100502004,Naive,R2,-2.7731435553095936
SSEN-281101602003,Naive,R2,-6.250417076599028
SSEN-251100514002,Naive,R2,-3.9739897664904893
SSEN-251201307003,Naive,R2,-3.723867847420717
SSEN-251100612003,Naive,R2,-2.9306373017691625
SSEN-251200305005,Naive,R2,-4.600512196366718
SSEN-281601112002,Naive,R2,-3.7115189561600355
SSEN-281601112004,Naive,R2,-3.5404348362985543
SSEN-281200252003,Naive,R2,-3.955662701106462
SSEN-251100604004,Naive,R2,-3.6525035084531954
SSEN-282201620003,Naive,R2,-5.350372534591721
SSEN-281600105004,Naive,R2,-8.775647351398934
SSEN-280960801501,Naive,R2,-3.570576784688896
SSEN-251200811002,Naive,R2,-13.943280272577349
SSEN-251200811004,Naive,R2,-9.236158566552016
SSEN-251200703501,Naive,R2,-3.038189531360083
SSEN-251200703502,Naive,R2,-4.119022069051186
SSEN-251200703504,Naive,R2,-2.922888632664679
SSEN-282202201001,Naive,R2,-2.960819761481201
SSEN-280960705201,Naive,R2,-3.8919906111199145
SSEN-280960705202,Naive,R2,-3.6706264049711432
SSEN-282200904002,Naive,R2,-2.7342367775079155
SSEN-280700215003,Naive,R2,-4.429240487120151
SSEN-251200309002,Naive,R2,-3.365997018773877
SSEN-282200504002,Naive,R2,-4.601481251388651
SSEN-281101508001,Naive,R2,-12.82310839704423
SSEN-251100608001,Naive,R2,-5.612328310082137
SSEN-280302217001,Naive,R2,-3.1173301184445865
SSEN-252800136001,Naive,R2,-2.791245901720043
SSEN-282202807006,Naive,R2,-6.035191487454687
SSEN-251201308004,Naive,R2,-4.703923730685962
SSEN-281800700501,Naive,R2,-2.9028646387878454
SSEN-282202806001,Naive,R2,-5.371097717070616
SSEN-250101504204,Naive,R2,-3.4564102846152283
SSEN-280300544002,Naive,R2,-3.690049342306481
SSEN-281800605502,Naive,R2,-4.6812826735378605
SSEN-280300102003,Naive,R2,-4.057910774082661
SSEN-282201046002,Naive,R2,-4.414102859080026
SSEN-252900238002,Naive,R2,-4.0590926667623535
SSEN-251200308001,Naive,R2,-3.160242341914846
SSEN-251200308002,Naive,R2,-5.618894389566484
SSEN-282000448001,Naive,R2,-7.009984536117743
SSEN-252900916002,Naive,R2,-3.5975390476999998
SSEN-252600904001,Naive,R2,-5.916631400687272
SSEN-280800226005,Naive,R2,-2.7933428209295017
SSEN-281600407004,Naive,R2,-3.4117712867004775
SSEN-250101206003,Naive,R2,-3.0456986487786075
SSEN-281800409001,Naive,R2,-2.7718472088020354
SSEN-251201201005,Naive,R2,-6.810264523228487
SSEN-280500512004,Naive,R2,-5.252595751229357
SSEN-252900920004,Naive,R2,-2.8732462185912833
SSEN-250101616501,Naive,R2,-3.6710110439891492
SSEN-282200620005,Naive,R2,-2.983029322495508
SSEN-280800709001,Naive,R2,-3.9553616508159504
SSEN-282000452002,Naive,R2,-4.605031157817686
SSEN-251200312002,Naive,R2,-6.67822230085869
SSEN-282001605002,Naive,R2,-2.7862645567225095
SSEN-282000444001,Naive,R2,-5.352189683430593
SSEN-250101712502,Naive,R2,-8.458727163955992
SSEN-250101712503,Naive,R2,-5.253177846949862
SSEN-251101002004,Naive,R2,-4.422038472027792
SSEN-251101002005,Naive,R2,-2.816397191065423
SSEN-251101002007,Naive,R2,-2.883490426020611
SSEN-251101002009,Naive,R2,-3.358972109369886
SSEN-281101324001,Naive,R2,-11.164321188779137
SSEN-281800615002,Naive,R2,-4.13506593484022
SSEN-280800714001,Naive,R2,-3.350487958366272
SSEN-252900229002,Naive,R2,-22.47807086493076
SSEN-252900229003,Naive,R2,-4.2539753923868036
SSEN-252901204004,Naive,R2,-5.524205705030915
SSEN-280800702002,Naive,R2,-8.267274135321783
SSEN-280800217004,Naive,R2,-4.2346255901582985
SSEN-280800217005,Naive,R2,-6.5382988694779725
SSEN-252900116001,Naive,R2,-3.045231292598083
SSEN-252900116004,Naive,R2,-4.505692410699552
SSEN-280961109502,Naive,R2,-4.802801362753931
SSEN-280460502001,Naive,R2,-2.967873768165671
SSEN-280460410008,Naive,R2,-3.052632843744794
SSEN-252901510001,Naive,R2,-2.7292447885959907
SSEN-281600508001,Naive,R2,-5.0187167673928545
SSEN-252901506002,Naive,R2,-3.2353440425792677
SSEN-282202801001,Naive,R2,-3.2033696062905133
SSEN-281800402003,Naive,R2,-5.174837766350852
SSEN-280800104005,Naive,R2,-7.18826463777104
SSEN-252901526002,Naive,R2,-4.336377684368693
SSEN-280500606001,Naive,R2,-8.451172479699256
SSEN-282201132005,Naive,R2,-18.969155541559214
SSEN-282201132006,Naive,R2,-4.164577493791573
SSEN-281601006002,Naive,R2,-4.381388961928797
SSEN-282200518004,Naive,R2,-3.128947549951711
SSEN-282200918005,Naive,R2,-4.345662404598022
SSEN-252900233001,Naive,R2,-4.820015854328243
SSEN-251100602002,Naive,R2,-7.038164224663426
SSEN-251100602004,Naive,R2,-3.4100397655134227
SSEN-281200501002,Naive,R2,-5.237086630980011
SSEN-252900931003,Naive,R2,-4.670035979577542
SSEN-282200922008,Naive,R2,-4.471601081808355
SSEN-251100402002,Naive,R2,-4.8626553632626255
SSEN-251100402005,Naive,R2,-6.155280952673416
SSEN-281200238001,Naive,R2,-2.9014556959608364
SSEN-251100205505,Naive,R2,-4.164033128890254
SSEN-252900926003,Naive,R2,-7.9420383889000785
SSEN-281600801004,Naive,R2,-5.572124345869903
SSEN-281800120003,Naive,R2,-6.203073076440667
SSEN-252900232001,Naive,R2,-3.9526522069749133
SSEN-252900232002,Naive,R2,-3.5365693240106326
SSEN-252901120002,Naive,R2,-3.0616866233913527
SSEN-282200630003,Naive,R2,-3.4061319763911024
SSEN-251101116002,Naive,R2,-2.9654095432452956
SSEN-280300132001,Naive,R2,-6.257241342582476
SSEN-281800907001,Naive,R2,-8.388686694018027
SSEN-281800116005,Naive,R2,-4.076984913462109
SSEN-251201421003,Naive,R2,-4.565659363932944
SSEN-281101124002,Naive,R2,-6.526975661623624
SSEN-252900140004,Naive,R2,-8.991368342253626
SSEN-280700603008,Naive,R2,-2.799474097153797
SSEN-252900906004,Naive,R2,-2.942834742264003
SSEN-282201129002,Naive,R2,-10.218258412678193
SSEN-281800710002,Naive,R2,-5.449642810922403
SSEN-251100208004,Naive,R2,-3.6016192942841068
SSEN-281800614004,Naive,R2,-2.999776279071788
SSEN-281800614005,Naive,R2,-3.7333108599627325
SSEN-281800614006,Naive,R2,-3.461683840944513
SSEN-252900910006,Naive,R2,-4.32050316550063
SSEN-280300702002,Naive,R2,-3.229368715324463
SSEN-282202803001,Persistence,MSE,32982216.010067113
SSEN-282202803004,Persistence,MSE,24618376.067114092
SSEN-252601003005,Persistence,MSE,19544962.261744965
SSEN-282201106002,Persistence,MSE,31009456.617449664
SSEN-282201106003,Persistence,MSE,25036017.553691283
SSEN-281101609001,Persistence,MSE,19333416.114093956
SSEN-280301604003,Persistence,MSE,60996806.31208054
SSEN-280301604004,Persistence,MSE,24583407.946308717
SSEN-280700102001,Persistence,MSE,34147968.18055555
SSEN-252901206003,Persistence,MSE,4.2093226303521393e+18
SSEN-282200516001,Persistence,MSE,22350123.55033557
SSEN-252100814003,Persistence,MSE,34885556.060402684
SSEN-282200409701,Persistence,MSE,36422949.31208054
SSEN-282200920002,Persistence,MSE,19654995.043624163
SSEN-281600402001,Persistence,MSE,69298498.45973156
SSEN-280800127502,Persistence,MSE,33662191.355704695
SSEN-281600510002,Persistence,MSE,33485604.805369128
SSEN-281600510003,Persistence,MSE,21082492.617449664
SSEN-251100913003,Persistence,MSE,67907674.89597316
SSEN-282201018001,Persistence,MSE,40833208.03355705
SSEN-282201018002,Persistence,MSE,19411033.99328859
SSEN-281600101004,Persistence,MSE,23078198.083892617
SSEN-252900134001,Persistence,MSE,33290704.953020122
SSEN-280301608001,Persistence,MSE,18373690.489932887
SSEN-280301608002,Persistence,MSE,56761481.11744966
SSEN-250101613504,Persistence,MSE,21247743.89261745
SSEN-282202618004,Persistence,MSE,18551298.788590603
SSEN-281200240002,Persistence,MSE,25572967.261744965
SSEN-280500604001,Persistence,MSE,40926178.32885906
SSEN-280460408005,Persistence,MSE,48090233.832214765
SSEN-281200216001,Persistence,MSE,21034311.13422819
SSEN-281800708002,Persistence,MSE,21083129.677852347
SSEN-252900230005,Persistence,MSE,20943928.667785235
SSEN-280301604603,Persistence,MSE,20310442.92281879
SSEN-280700508002,Persistence,MSE,29692945.0
SSEN-280960203001,Persistence,MSE,23709919.090604026
SSEN-280302208002,Persistence,MSE,32500681.4295302
SSEN-280960405303,Persistence,MSE,21391898.073825505
SSEN-250100501201,Persistence,MSE,32609412.2852349
SSEN-280800202002,Persistence,MSE,38520731.9295302
SSEN-280700210002,Persistence,MSE,20419256.053691275
SSEN-282202615003,Persistence,MSE,38687166.29865771
SSEN-282200628002,Persistence,MSE,17896068.580536913
SSEN-282200824601,Persistence,MSE,32665097.916107383
SSEN-280300628003,Persistence,MSE,23419791.714765098
SSEN-281101608007,Persistence,MSE,32562042.34563759
SSEN-280700512001,Persistence,MSE,23459603.15100671
SSEN-280301214001,Persistence,MSE,19294426.79865771
SSEN-281800236001,Persistence,MSE,20827102.010067113
SSEN-251200813002,Persistence,MSE,37824981.607382536
SSEN-281101316005,Persistence,MSE,22457693.697986577
SSEN-251201202004,Persistence,MSE,28825192.137583893
SSEN-280700108001,Persistence,MSE,30283376.32885906
SSEN-280300623002,Persistence,MSE,32876653.895973153
SSEN-251201310002,Persistence,MSE,19043712.24161074
SSEN-281601014003,Persistence,MSE,23672026.5
SSEN-280300208002,Persistence,MSE,39604828.04697987
SSEN-251201412003,Persistence,MSE,28163320.818791945
SSEN-282202608001,Persistence,MSE,94194473.80872484
SSEN-281800410001,Persistence,MSE,24822452.56375839
SSEN-251100919005,Persistence,MSE,40364296.35234899
SSEN-251200809002,Persistence,MSE,37328886.13087248
SSEN-280700104002,Persistence,MSE,18227649.768456377
SSEN-281600609001,Persistence,MSE,45973644.161073826
SSEN-280302002001,Persistence,MSE,21230033.560402684
SSEN-282202612004,Persistence,MSE,17979466.234899327
SSEN-252600803006,Persistence,MSE,26864663.05704698
SSEN-281800304003,Persistence,MSE,26880355.86577181
SSEN-280301004002,Persistence,MSE,31618975.288590603
SSEN-280300838003,Persistence,MSE,58646236.56375839
SSEN-280460402005,Persistence,MSE,21531295.322147653
SSEN-282200546001,Persistence,MSE,42346012.963087246
SSEN-280960710201,Persistence,MSE,17867330.345637582
