Feeder,Model,Metric,Value
SSEN-280700204004,Mean (1 day),R2,-1.4335024965733134
SSEN-251101008002,Mean (1 day),R2,-0.6776766627450539
SSEN-280301810002,Mean (1 day),R2,-0.6931103566020602
SSEN-280301810003,Mean (1 day),R2,-1.1593359285706821
SSEN-280301612001,Naive,MSE,41748502.60067114
SSEN-282201002001,Naive,MSE,70368849.44966443
SSEN-282202803004,Naive,MSE,39754966.248322144
SSEN-252901504001,Naive,MSE,39573958.0738255
SSEN-252901504002,Naive,MSE,37860609.11744966
SSEN-250802304001,Naive,MSE,37603941.0704698
SSEN-281800600501,Naive,MSE,52580608.26174497
SSEN-282202403001,Naive,MSE,198294833.2785235
SSEN-280301604003,Naive,MSE,86195815.11744967
SSEN-280961202601,Naive,MSE,96657730.77181208
SSEN-280700102001,Naive,MSE,42102407.36111111
SSEN-282201014001,Naive,MSE,55958615.34899329
SSEN-282201014002,Naive,MSE,73712170.2147651
SSEN-252901302001,Naive,MSE,71089238.37248322
SSEN-252901206003,Naive,MSE,4.2093052049749294e+18
SSEN-282200516001,Naive,MSE,43798774.667785235
SSEN-252100814003,Naive,MSE,204686283.95973155
SSEN-281800302004,Naive,MSE,64749782.77852349
SSEN-250101609505,Naive,MSE,53594715.27181208
SSEN-280800604001,Naive,MSE,40964761.161073826
SSEN-282200409701,Naive,MSE,220865027.1409396
SSEN-282200920002,Naive,MSE,90909079.58724833
SSEN-281600402001,Naive,MSE,291893657.81208056
SSEN-280800127504,Naive,MSE,45201619.61409396
SSEN-252901508002,Naive,MSE,46707060.05369129
SSEN-281600510003,Naive,MSE,42617559.10067114
SSEN-251100913003,Naive,MSE,70712268.147651
SSEN-252900925001,Naive,MSE,55872051.60402685
SSEN-282201018001,Naive,MSE,53354529.17449664
SSEN-281600802005,Naive,MSE,53010430.832214765
SSEN-281800508001,Naive,MSE,42947209.691275164
SSEN-280301608002,Naive,MSE,104155277.88926175
SSEN-252900231001,Naive,MSE,61986992.85234899
SSEN-281800318003,Naive,MSE,92190871.98993288
SSEN-280302008001,Naive,MSE,38245502.73154362
SSEN-252900118001,Naive,MSE,44055842.73154362
SSEN-281200240002,Naive,MSE,39143510.95302012
SSEN-280500604001,Naive,MSE,57107696.17449664
SSEN-280460408005,Naive,MSE,71003341.10738255
SSEN-250460118004,Naive,MSE,81428690.91275167
SSEN-281601005002,Naive,MSE,57625396.99664435
SSEN-281800708002,Naive,MSE,134614807.2248322
SSEN-252800144001,Naive,MSE,37790392.718120806
SSEN-252900230005,Naive,MSE,102955943.04026845
SSEN-282200825101,Naive,MSE,51383288.526845634
SSEN-282202619001,Naive,MSE,55471460.01677852
SSEN-280301604602,Naive,MSE,58945205.355704695
SSEN-280301604603,Naive,MSE,40043734.82885906
SSEN-252900420001,Naive,MSE,72615071.50671141
SSEN-252901118001,Naive,MSE,38053096.939597316
SSEN-280700508002,Naive,MSE,54162250.634228185
SSEN-280960203001,Naive,MSE,101548124.82885906
SSEN-281800118004,Naive,MSE,70232846.1409396
SSEN-280302208002,Naive,MSE,123079232.60067114
SSEN-281800724002,Naive,MSE,43847774.25503356
SSEN-281800909001,Naive,MSE,72246213.6375839
SSEN-281800704003,Naive,MSE,79192899.9328859
SSEN-250100501201,Naive,MSE,116913723.46979865
SSEN-280301812001,Naive,MSE,52661746.40268456
SSEN-280800202002,Naive,MSE,58370208.01342282
SSEN-281800616002,Naive,MSE,49561344.04362416
SSEN-280800717001,Naive,MSE,46218408.45302015
SSEN-282202615003,Naive,MSE,77539279.84228188
SSEN-282200824601,Naive,MSE,420660789.238255
SSEN-280460106002,Naive,MSE,52134542.62416107
SSEN-251201419006,Naive,MSE,144166964.0
SSEN-280300628003,Naive,MSE,86315154.96979865
SSEN-282200203002,Naive,MSE,52708008.82885906
SSEN-282200203004,Naive,MSE,39456713.91946309
SSEN-281101608007,Naive,MSE,57866849.12080537
SSEN-281300142004,Naive,MSE,38133813.520134225
SSEN-281800324005,Naive,MSE,45169963.610738255
SSEN-251200813002,Naive,MSE,107888154.02013423
SSEN-251201202004,Naive,MSE,127555845.56375839
SSEN-280700108001,Naive,MSE,60440145.2852349
SSEN-280300623002,Naive,MSE,55939398.9295302
SSEN-251201310002,Naive,MSE,41058404.50671141
SSEN-281601014003,Naive,MSE,75385771.18120806
SSEN-280300208002,Naive,MSE,66807757.855704695
SSEN-252901534001,Naive,MSE,64398972.09731544
SSEN-250101615503,Naive,MSE,49850631.62080537
SSEN-252900237001,Naive,MSE,54121350.0436242
SSEN-281800308001,Naive,MSE,56593436.23825503
SSEN-282202608001,Naive,MSE,247926643.83557048
SSEN-281600613003,Naive,MSE,72280470.47986577
SSEN-282201136001,Naive,MSE,75700035.54697986
SSEN-281800406001,Naive,MSE,61223267.08053691
SSEN-281800406003,Naive,MSE,40888937.053691275
SSEN-281800410001,Naive,MSE,59094185.093959734
SSEN-251100919005,Naive,MSE,51221026.76510067
SSEN-252901514003,Naive,MSE,56794877.748322144
SSEN-251200809002,Naive,MSE,171752933.6342282
SSEN-281800914004,Naive,MSE,97326653.47651014
SSEN-281800502005,Naive,MSE,41873856.748322144
SSEN-280300603002,Naive,MSE,39437289.865771815
SSEN-282200510002,Naive,MSE,39537272.91610738
SSEN-281800304003,Naive,MSE,100056124.25838926
SSEN-280301004002,Naive,MSE,38598999.2114094
SSEN-280800710001,Naive,MSE,59602781.536912754
SSEN-280300838003,Naive,MSE,59703573.62080538
SSEN-282200546001,Naive,MSE,65889378.91946309
SSEN-280700304003,Naive,MSE,38007069.865771815
SSEN-280800711005,Naive,MSE,59025679.22818792
SSEN-280700345003,Naive,MSE,42120769.20805369
SSEN-281600608003,Naive,MSE,45378556.348993324
SSEN-250460104001,Naive,MSE,53001471.63422817
SSEN-250460104003,Naive,MSE,43844662.775167786
SSEN-250460606001,Naive,MSE,88747604.39261745
SSEN-250460606004,Naive,MSE,44574999.298657715
SSEN-250460606005,Naive,MSE,66236599.36241611
SSEN-251200808002,Naive,MSE,50016994.81879195
SSEN-280302214001,Naive,MSE,46672171.241610736
SSEN-280302214003,Naive,MSE,86004802.87919463
SSEN-252601004002,Naive,MSE,43431667.2080537
SSEN-280301212005,Naive,MSE,39134335.51677852
SSEN-252900918001,Naive,MSE,43507210.96644295
SSEN-281201006001,Naive,MSE,53753908.885906056
SSEN-282202609004,Naive,MSE,79022542.11409396
SSEN-252801207001,Naive,MSE,51610568.16107386
SSEN-281600501003,Naive,MSE,38243962.88255034
SSEN-280500510004,Naive,MSE,129098666.54697986
SSEN-251200804002,Naive,MSE,44533494.7885906
SSEN-251100502001,Naive,MSE,58082005.20469799
SSEN-251100612002,Naive,MSE,91345924.30536912
SSEN-251201406005,Naive,MSE,40236287.758389264
SSEN-281201005001,Naive,MSE,196574838.24496645
SSEN-251200305002,Naive,MSE,63211285.06711409
SSEN-251200305005,Naive,MSE,98214317.16107382
SSEN-281601112001,Naive,MSE,48102827.36912754
SSEN-282201026002,Naive,MSE,43104167.18120805
SSEN-281200252003,Naive,MSE,44747072.72147651
SSEN-281600607001,Naive,MSE,49497538.31208054
SSEN-280960801501,Naive,MSE,310761371.13422817
SSEN-281800608504,Naive,MSE,64709564.26845638
SSEN-251200811004,Naive,MSE,72270310.99664429
SSEN-251101110503,Naive,MSE,51282142.593959734
SSEN-282200924002,Naive,MSE,37612456.7147651
SSEN-281800214002,Naive,MSE,47083395.65436242
SSEN-282202201001,Naive,MSE,150586874.50671142
SSEN-282202606003,Naive,MSE,68536887.25167783
SSEN-280960705202,Naive,MSE,63741079.07046983
SSEN-280960905703,Naive,MSE,47559581.412751675
SSEN-281800306003,Naive,MSE,69208679.0671141
SSEN-282200904002,Naive,MSE,49239331.51677856
SSEN-252901202003,Naive,MSE,38988315.82550336
SSEN-281601108004,Naive,MSE,58153120.81208054
SSEN-250101709504,Naive,MSE,45169310.979865775
SSEN-282200504004,Naive,MSE,63724036.37583893
SSEN-280460416001,Naive,MSE,79523179.77852349
SSEN-280800114001,Naive,MSE,117772720.09395973
SSEN-281101318002,Naive,MSE,48553639.82550336
SSEN-281800412001,Naive,MSE,54932573.31879195
SSEN-282202807006,Naive,MSE,55869013.8590604
SSEN-282200928005,Naive,MSE,344164489.0771812
SSEN-281200232001,Naive,MSE,40623006.7147651
SSEN-281200232002,Naive,MSE,39156614.05704698
SSEN-281800405001,Naive,MSE,63912404.16778518
SSEN-250802301001,Naive,MSE,43382021.184563756
SSEN-281800106001,Naive,MSE,5.014031600605553e+18
SSEN-280302216002,Naive,MSE,42537421662.8255
SSEN-282201046002,Naive,MSE,74137828.51006712
SSEN-251100609001,Naive,MSE,41465419.92281878
SSEN-280700214001,Naive,MSE,55595152.496644296
SSEN-280800713003,Naive,MSE,37913291.355704695
SSEN-280960704204,Naive,MSE,151475783.37248322
SSEN-282200544002,Naive,MSE,97383290.0771812
SSEN-252600904001,Naive,MSE,45577360.90268456
SSEN-280800226003,Naive,MSE,40133580.865771815
SSEN-250101206003,Naive,MSE,39474166.473154366
SSEN-251200810001,Naive,MSE,58250854.0704698
SSEN-280500504004,Naive,MSE,52694582.54026843
SSEN-280300118002,Naive,MSE,93471069.82550341
SSEN-281800409004,Naive,MSE,126025785.27516778
SSEN-281800409005,Naive,MSE,98224458.44630873
SSEN-251200806001,Naive,MSE,78421584.69127516
SSEN-251200806002,Naive,MSE,90661912.58053686
SSEN-251201201005,Naive,MSE,97160162.58724833
SSEN-252900920003,Naive,MSE,75102622.66442953
SSEN-252900920004,Naive,MSE,46242230.644295305
SSEN-250460126003,Naive,MSE,40975615.046979904
SSEN-190900636001,Naive,MSE,74993951.67449665
SSEN-252901130007,Naive,MSE,109227903.90604027
SSEN-282000452002,Naive,MSE,67665032.29530202
SSEN-251200312002,Naive,MSE,46985080.77181208
SSEN-282000444004,Naive,MSE,62927588.99328859
SSEN-250101712503,Naive,MSE,49264219.32550336
SSEN-280300708001,Naive,MSE,42251267.258389264
SSEN-281101324001,Naive,MSE,50658069.45302013
SSEN-280460406001,Naive,MSE,59436288.8590604
SSEN-280700301001,Naive,MSE,450473639.4798658
SSEN-282200514004,Naive,MSE,38146626.95637581
SSEN-282202616002,Naive,MSE,41468701.87919463
SSEN-280800217004,Naive,MSE,52400028.87583893
SSEN-251101208003,Naive,MSE,40166583.536912754
SSEN-251101208004,Naive,MSE,42708166.161073826
SSEN-281800506001,Naive,MSE,64557181.59060403
SSEN-252901510002,Naive,MSE,62730808.14093962
SSEN-281101308001,Naive,MSE,42669667.140939586
SSEN-280800129502,Naive,MSE,56245056.62751678
SSEN-252601001002,Naive,MSE,96091183.1375839
SSEN-252601001004,Naive,MSE,44856244.10067114
SSEN-282202801001,Naive,MSE,63291886.31208054
SSEN-281800510005,Naive,MSE,88210510.77852349
SSEN-280500606001,Naive,MSE,64681287.82550336
SSEN-282201132002,Naive,MSE,46997556.02348993
SSEN-281601114001,Naive,MSE,44694665.691275164
SSEN-282200918001,Naive,MSE,43858594.25838926
SSEN-250101703502,Naive,MSE,50628797.684563756
SSEN-252900233001,Naive,MSE,73757914.5
SSEN-251100602001,Naive,MSE,39802904.644295305
SSEN-282200522002,Naive,MSE,67533094.84563759
SSEN-282200922005,Naive,MSE,57573313.99328859
SSEN-282200922008,Naive,MSE,190651933.37583894
SSEN-251100906004,Naive,MSE,72650052.84228188
SSEN-280500514001,Naive,MSE,71385827.65436241
SSEN-252801203001,Naive,MSE,61312437.29530201
SSEN-252801203002,Naive,MSE,42443680.030201346
SSEN-252901120002,Naive,MSE,39898690.201342285
SSEN-281800618003,Naive,MSE,57234057.69798658
SSEN-280300703501,Naive,MSE,40625535.4261745
SSEN-280300703502,Naive,MSE,49823100.52348993
SSEN-281800907002,Naive,MSE,73454408.24161074
SSEN-281800116001,Naive,MSE,40736815.2114094
SSEN-281800116005,Naive,MSE,62641799.41610738
SSEN-280800128501,Naive,MSE,40101111.38590604
SSEN-280700506006,Naive,MSE,65216716.748322144
SSEN-282201017003,Naive,MSE,137608986.38255033
SSEN-252900140004,Naive,MSE,39182516.87919463
SSEN-282202617001,Naive,MSE,39021003.248322144
SSEN-280700212004,Naive,MSE,41050212.02684561
SSEN-281800614004,Naive,MSE,85932595.77852349
SSEN-281800614005,Naive,MSE,63637505.19798658
SSEN-282202601001,Naive,MSE,68224583.41610739
SSEN-280800715004,Naive,MSE,93451513.66107382
SSEN-250460116003,Naive,MSE,45201169.73825503
SSEN-251101008002,Naive,MSE,40602474.76510067
SSEN-282201002001,Naive,RMSE,8388.614274697844
SSEN-282202403001,Naive,RMSE,14081.719826730097
SSEN-280301604003,Naive,RMSE,9284.17013617532
SSEN-280961202601,Naive,RMSE,9831.466359186308
SSEN-282201014002,Naive,RMSE,8585.57920089059
SSEN-252901302001,Naive,RMSE,8431.443433510256
SSEN-252901206003,Naive,RMSE,2051659134.694389
SSEN-252100814003,Naive,RMSE,14306.861429388751
SSEN-281800302004,Naive,RMSE,8046.724972218417
SSEN-282200409701,Naive,RMSE,14861.528425466191
SSEN-282200920002,Naive,RMSE,9534.62529873347
SSEN-281600402001,Naive,RMSE,17084.89560436588
SSEN-251100913003,Naive,RMSE,8409.058695695434
SSEN-280301608002,Naive,RMSE,10205.649312476975
SSEN-252900231001,Naive,RMSE,7873.181875985654
SSEN-281800318003,Naive,RMSE,9601.607781508932
SSEN-280460408005,Naive,RMSE,8426.348029091994
SSEN-250460118004,Naive,RMSE,9023.784733289667
SSEN-281800708002,Naive,RMSE,11602.36213987618
SSEN-252900230005,Naive,RMSE,10146.720802321726
SSEN-280301604602,Naive,RMSE,7677.5780918011305
SSEN-252900420001,Naive,RMSE,8521.447735374044
SSEN-280960203001,Naive,RMSE,10077.108951919647
SSEN-281800118004,Naive,RMSE,8380.503931204828
SSEN-280302208002,Naive,RMSE,11094.108012844978
SSEN-281800909001,Naive,RMSE,8499.777269880893
SSEN-281800704003,Naive,RMSE,8899.039270218213
SSEN-250100501201,Naive,RMSE,10812.664956882676
SSEN-280800202002,Naive,RMSE,7640.03979135075
SSEN-282202615003,Naive,RMSE,8805.639093347052
SSEN-282200824601,Naive,RMSE,20510.016802485927
SSEN-251201419006,Naive,RMSE,12006.95481793781
SSEN-280300628003,Naive,RMSE,9290.594973939971
SSEN-251200813002,Naive,RMSE,10386.922259270752
SSEN-251201202004,Naive,RMSE,11294.062403039856
SSEN-280700108001,Naive,RMSE,7774.326034148227
SSEN-281601014003,Naive,RMSE,8682.49798048972
SSEN-280300208002,Naive,RMSE,8173.601278243556
SSEN-252901534001,Naive,RMSE,8024.897014748254
SSEN-282202608001,Naive,RMSE,15745.686515219668
SSEN-281600613003,Naive,RMSE,8501.792192230163
SSEN-282201136001,Naive,RMSE,8700.576736457178
SSEN-281800406001,Naive,RMSE,7824.529831276567
SSEN-281800410001,Naive,RMSE,7687.274230438234
SSEN-251200809002,Naive,RMSE,13105.45434673015
SSEN-281800914004,Naive,RMSE,9865.427181653622
SSEN-281800304003,Naive,RMSE,10002.80581928837
SSEN-280800710001,Naive,RMSE,7720.283773081968
SSEN-280300838003,Naive,RMSE,7726.808760465435
SSEN-282200546001,Naive,RMSE,8117.227292583539
SSEN-280800711005,Naive,RMSE,7682.817141399886
SSEN-250460606001,Naive,RMSE,9420.594694212115
SSEN-250460606005,Naive,RMSE,8138.587061794947
SSEN-280302214003,Naive,RMSE,9273.877445771786
SSEN-282202609004,Naive,RMSE,8889.46241985948
SSEN-280500510004,Naive,RMSE,11362.159413904554
SSEN-251100612002,Naive,RMSE,9557.506176057075
SSEN-281201005001,Naive,RMSE,14020.514906556265
SSEN-251200305002,Naive,RMSE,7950.5525007457245
SSEN-251200305005,Naive,RMSE,9910.313676220032
SSEN-280960801501,Naive,RMSE,17628.425089446537
SSEN-281800608504,Naive,RMSE,8044.225523222008
SSEN-251200811004,Naive,RMSE,8501.194680551922
SSEN-282202201001,Naive,RMSE,12271.384376129346
SSEN-282202606003,Naive,RMSE,8278.700819070455
SSEN-280960705202,Naive,RMSE,7983.801041513361
SSEN-281800306003,Naive,RMSE,8319.175383841484
SSEN-282200504004,Naive,RMSE,7982.733640541875
SSEN-280460416001,Naive,RMSE,8917.577012761005
SSEN-280800114001,Naive,RMSE,10852.31404327942
SSEN-282200928005,Naive,RMSE,18551.670789370462
SSEN-281800405001,Naive,RMSE,7994.523385905202
SSEN-281800106001,Naive,RMSE,2239203340.611467
SSEN-280302216002,Naive,RMSE,206246.0221745513
SSEN-282201046002,Naive,RMSE,8610.332659663454
SSEN-280960704204,Naive,RMSE,12307.549852528862
SSEN-282200544002,Naive,RMSE,9868.297222782723
SSEN-280300118002,Naive,RMSE,9668.04374346245
SSEN-281800409004,Naive,RMSE,11226.120669009744
SSEN-281800409005,Naive,RMSE,9910.82531610303
SSEN-251200806001,Naive,RMSE,8855.596235786452
SSEN-251200806002,Naive,RMSE,9521.654928663234
SSEN-251201201005,Naive,RMSE,9856.98547159568
SSEN-252900920003,Naive,RMSE,8666.176934752113
SSEN-190900636001,Naive,RMSE,8659.904830568097
SSEN-252901130007,Naive,RMSE,10451.215427214209
SSEN-282000452002,Naive,RMSE,8225.875776797388
SSEN-282000444004,Naive,RMSE,7932.691157059412
SSEN-280460406001,Naive,RMSE,7709.493424282843
SSEN-280700301001,Naive,RMSE,21224.364289181096
SSEN-281800506001,Naive,RMSE,8034.748383776808
SSEN-252901510002,Naive,RMSE,7920.278286836872
SSEN-252601001002,Naive,RMSE,9802.611036738319
SSEN-282202801001,Naive,RMSE,7955.619794339127
SSEN-281800510005,Naive,RMSE,9392.045079668405
SSEN-280500606001,Naive,RMSE,8042.467769627887
SSEN-252900233001,Naive,RMSE,8588.242806302113
SSEN-282200522002,Naive,RMSE,8217.852203930026
SSEN-282200922008,Naive,RMSE,13807.676610343933
SSEN-251100906004,Naive,RMSE,8523.500034744053
SSEN-280500514001,Naive,RMSE,8449.013413077435
SSEN-252801203001,Naive,RMSE,7830.225877668026
SSEN-281800907002,Naive,RMSE,8570.554721930823
SSEN-281800116005,Naive,RMSE,7914.657251966592
SSEN-280700506006,Naive,RMSE,8075.68676635753
SSEN-282201017003,Naive,RMSE,11730.685674015409
SSEN-281800614004,Naive,RMSE,9269.9835910601
SSEN-281800614005,Naive,RMSE,7977.311903015112
SSEN-282202601001,Naive,RMSE,8259.81739605104
SSEN-280800715004,Naive,RMSE,9667.03230888745
SSEN-282201002001,Naive,MAE,7691.167785234899
SSEN-282202403001,Naive,MAE,7674.9496644295305
SSEN-280301604003,Naive,MAE,7725.439597315436
SSEN-282201014001,Naive,MAE,6748.295302013423
SSEN-282201014002,Naive,MAE,8059.6912751677855
SSEN-252901302001,Naive,MAE,7300.043624161074
SSEN-252901206003,Naive,MAE,980062447.2718121
SSEN-252100814003,Naive,MAE,12385.402684563758
SSEN-281800302004,Naive,MAE,6508.080536912752
SSEN-282200409701,Naive,MAE,11864.744966442953
SSEN-282200920002,Naive,MAE,8011.332214765101
SSEN-281600402001,Naive,MAE,15296.429530201342
SSEN-252900925001,Naive,MAE,7022.926174496644
SSEN-280301608002,Naive,MAE,8101.063758389262
SSEN-252900231001,Naive,MAE,7003.020134228188
SSEN-281800318003,Naive,MAE,7752.822147651007
SSEN-280460408005,Naive,MAE,6998.248322147651
SSEN-250460118004,Naive,MAE,7939.523489932886
SSEN-281601005002,Naive,MAE,6518.426174496646
SSEN-281800708002,Naive,MAE,7636.88255033557
SSEN-252900230005,Naive,MAE,9267.348993288591
SSEN-282200825101,Naive,MAE,6676.708053691275
SSEN-282202619001,Naive,MAE,7065.8489932885905
SSEN-252900420001,Naive,MAE,7581.251677852349
SSEN-280960203001,Naive,MAE,8354.177852348994
SSEN-281800118004,Naive,MAE,7013.697986577181
SSEN-280302208002,Naive,MAE,8831.775167785236
SSEN-281800909001,Naive,MAE,6924.932885906041
SSEN-281800704003,Naive,MAE,7676.644295302013
SSEN-250100501201,Naive,MAE,8712.24832214765
SSEN-280301812001,Naive,MAE,6988.208053691275
SSEN-280800717001,Naive,MAE,6424.151006711411
SSEN-282202615003,Naive,MAE,7629.1107382550335
SSEN-282200824601,Naive,MAE,16934.734899328858
SSEN-251201419006,Naive,MAE,7096.013422818792
SSEN-280300628003,Naive,MAE,8355.204697986577
SSEN-281101608007,Naive,MAE,6503.442953020134
SSEN-251200813002,Naive,MAE,8246.167785234898
SSEN-251201202004,Naive,MAE,9771.208053691274
SSEN-280300623002,Naive,MAE,7044.956375838926
SSEN-281601014003,Naive,MAE,6783.812080536913
SSEN-280300208002,Naive,MAE,6425.916107382551
SSEN-252901534001,Naive,MAE,7251.687919463087
SSEN-281800308001,Naive,MAE,6730.714765100671
SSEN-282202608001,Naive,MAE,12555.030201342282
SSEN-281600613003,Naive,MAE,7837.748322147651
SSEN-282201136001,Naive,MAE,7453.640939597315
SSEN-281800406001,Naive,MAE,6446.939597315436
SSEN-252901514003,Naive,MAE,6597.741610738255
SSEN-251200809002,Naive,MAE,11412.003355704697
SSEN-281800914004,Naive,MAE,8607.234899328862
SSEN-281800304003,Naive,MAE,9216.560402684563
SSEN-280800710001,Naive,MAE,7012.89932885906
SSEN-280300838003,Naive,MAE,6531.694630872483
SSEN-282200546001,Naive,MAE,6937.060402684564
SSEN-250460606001,Naive,MAE,8945.929530201342
SSEN-250460606005,Naive,MAE,7557.3087248322145
SSEN-251200808002,Naive,MAE,6483.946308724832
SSEN-280302214003,Naive,MAE,8366.429530201342
SSEN-280500510004,Naive,MAE,10064.728187919463
SSEN-251100612002,Naive,MAE,7623.1510067114095
SSEN-281201005001,Naive,MAE,12528.728187919463
SSEN-251200305002,Naive,MAE,6623.798657718121
SSEN-251200305005,Naive,MAE,8982.073825503356
SSEN-280960801501,Naive,MAE,15846.369127516778
SSEN-281800608504,Naive,MAE,6646.879194630873
SSEN-251200811004,Naive,MAE,8079.1308724832215
SSEN-282202201001,Naive,MAE,10773.291946308726
SSEN-282202606003,Naive,MAE,6497.553691275167
SSEN-280960705202,Naive,MAE,7178.036912751678
SSEN-281800306003,Naive,MAE,7153.704697986577
SSEN-282200504004,Naive,MAE,6609.114093959732
SSEN-280460416001,Naive,MAE,7346.4093959731545
SSEN-282202807006,Naive,MAE,6955.03355704698
SSEN-282200928005,Naive,MAE,9428.634228187919
SSEN-281800405001,Naive,MAE,6510.335570469796
SSEN-281800106001,Naive,MAE,533271429.1510067
SSEN-280302216002,Naive,MAE,66082.18791946309
SSEN-282201046002,Naive,MAE,7831.6308724832215
SSEN-280960704204,Naive,MAE,10225.359060402685
SSEN-282200544002,Naive,MAE,7856.2114093959735
SSEN-280300118002,Naive,MAE,8069.275167785237
SSEN-281800409004,Naive,MAE,8796.597315436242
SSEN-251200806001,Naive,MAE,7374.463087248322
SSEN-251200806002,Naive,MAE,8134.090604026843
SSEN-251201201005,Naive,MAE,9204.352348993289
SSEN-252900920003,Naive,MAE,7455.771812080537
SSEN-190900636001,Naive,MAE,6595.473154362416
SSEN-252901130007,Naive,MAE,8463.44966442953
SSEN-282000452002,Naive,MAE,7480.456375838926
SSEN-251200312002,Naive,MAE,6400.838926174497
SSEN-282000444004,Naive,MAE,6441.2885906040265
SSEN-250101712503,Naive,MAE,6474.432885906041
SSEN-281101324001,Naive,MAE,6822.39932885906
SSEN-280460406001,Naive,MAE,6477.785234899329
SSEN-280700301001,Naive,MAE,10813.365771812081
SSEN-280800217004,Naive,MAE,6541.8892617449665
SSEN-252901510002,Naive,MAE,6521.7516778523495
SSEN-252601001002,Naive,MAE,8416.003355704697
SSEN-282202801001,Naive,MAE,7022.291946308725
SSEN-281800510005,Naive,MAE,7572.067114093959
SSEN-280500606001,Naive,MAE,7632.3288590604025
SSEN-252900233001,Naive,MAE,7831.9295302013425
SSEN-282200522002,Naive,MAE,6992.073825503356
SSEN-282200922008,Naive,MAE,12482.308724832215
SSEN-251100906004,Naive,MAE,6930.640939597315
SSEN-280500514001,Naive,MAE,6915.60067114094
SSEN-281800907002,Naive,MAE,7160.664429530201
SSEN-281800116005,Naive,MAE,7210.3691275167785
SSEN-280700506006,Naive,MAE,6724.755033557047
SSEN-282201017003,Naive,MAE,9196.879194630872
SSEN-281800614004,Naive,MAE,8316.872483221476
SSEN-281800614005,Naive,MAE,7104.573825503356
SSEN-280800715004,Naive,MAE,7929.285234899329
SSEN-280300516002,Naive,MAPE,119.53400344296101
SSEN-281800904001,Naive,MAPE,140.87489425312165
SSEN-280301612001,Naive,MAPE,128.41218904918802
SSEN-250802304003,Naive,MAPE,151.3981137991371
SSEN-281101609003,Naive,MAPE,134.9722746077624
SSEN-282200916001,Naive,MAPE,125.82576681139173
SSEN-280301014003,Naive,MAPE,113.46304604765334
SSEN-282200516002,Naive,MAPE,127.11263097251195
SSEN-281800617004,Naive,MAPE,138.66163574153947
SSEN-250100804201,Naive,MAPE,133.91477121290762
SSEN-281601008002,Naive,MAPE,174.293943624156
SSEN-251101210004,Naive,MAPE,129.71637277487693
SSEN-280800127504,Naive,MAPE,128.66847408005933
SSEN-252901508002,Naive,MAPE,179.39834870534378
SSEN-252901508003,Naive,MAPE,135.1798369523874
SSEN-281600510001,Naive,MAPE,131.31687246174437
SSEN-280300408003,Naive,MAPE,156.56947869497307
SSEN-251201204001,Naive,MAPE,116.68047161812527
SSEN-251201204002,Naive,MAPE,232.36169165061136
SSEN-280301604304,Naive,MAPE,151.56453430431247
SSEN-251200711503,Naive,MAPE,116.89712762667406
SSEN-282200808004,Naive,MAPE,156.27808010555003
SSEN-281800318002,Naive,MAPE,231.82581505521517
SSEN-281601004002,Naive,MAPE,113.32129814214342
SSEN-281601004007,Naive,MAPE,123.05969365399167
SSEN-281601004008,Naive,MAPE,137.39977774732742
SSEN-252901524004,Naive,MAPE,174.56240772962425
SSEN-251100616002,Naive,MAPE,129.68894809651658
SSEN-250802308503,Naive,MAPE,159.54504204771447
SSEN-282200825101,Naive,MAPE,114.13695201756846
SSEN-282202619001,Naive,MAPE,123.68151406207953
SSEN-250101612501,Naive,MAPE,172.5888441757301
SSEN-281600602003,Naive,MAPE,111.3156709895526
SSEN-281600803004,Naive,MAPE,125.07221019190492
SSEN-252900420004,Naive,MAPE,139.8326529317941
SSEN-282200608003,Naive,MAPE,122.75746777932967
SSEN-280960804506,Naive,MAPE,116.46760202496004
SSEN-280700508001,Naive,MAPE,136.14316939041268
SSEN-280960203002,Naive,MAPE,172.5039545047921
SSEN-280960203003,Naive,MAPE,162.44341064231605
SSEN-281800724002,Naive,MAPE,136.5751643074115
SSEN-251201301002,Naive,MAPE,140.39543199085335
SSEN-280960405305,Naive,MAPE,194.4518479739096
SSEN-280301812001,Naive,MAPE,191.12727544540766
SSEN-280800717001,Naive,MAPE,221.26554402467437
SSEN-282202403502,Naive,MAPE,163.42989619994603
SSEN-282202403504,Naive,MAPE,116.09494474016644
SSEN-281101608002,Naive,MAPE,150.15781381552645
SSEN-280800107001,Naive,MAPE,111.90396391911783
SSEN-280800107003,Naive,MAPE,141.36466505575416
SSEN-252901534002,Naive,MAPE,120.88369519334692
SSEN-251201412002,Naive,MAPE,111.54353628822994
SSEN-281800308002,Naive,MAPE,178.42249068390282
SSEN-282201136002,Naive,MAPE,209.59996751940935
SSEN-280300834001,Naive,MAPE,158.94874516696723
SSEN-280301614005,Naive,MAPE,111.56033056829277
SSEN-252901502004,Naive,MAPE,169.4596367094644
SSEN-252901502005,Naive,MAPE,194.54951189668824
SSEN-280700606005,Naive,MAPE,124.12364731933934
SSEN-281801104004,Naive,MAPE,204.43219558880438
SSEN-280800710003,Naive,MAPE,120.90031069251394
SSEN-190900638007,Naive,MAPE,137.6743762726782
SSEN-280700312003,Naive,MAPE,148.56524272555794
SSEN-250460606001,Naive,MAPE,115.70846486359119
SSEN-252900216005,Naive,MAPE,121.68257268990128
