lv_feeder_unique_id,substation_id
SSEN-282200518001,SSEN-2822005180
SSEN-282200518003,SSEN-2822005180
SSEN-282200518004,SSEN-2822005180
SSEN-282200520001,SSEN-2822005200
SSEN-282200520002,SSEN-2822005200
SSEN-282200520003,SSEN-2822005200
SSEN-282200522001,SSEN-2822005220
SSEN-282200522002,SSEN-2822005220
SSEN-282200522003,SSEN-2822005220
SSEN-282200538001,SSEN-2822005380
SSEN-282200538003,SSEN-2822005380
SSEN-282200538004,SSEN-2822005380
SSEN-282200538005,SSEN-2822005380
SSEN-282200540002,SSEN-2822005400
SSEN-282200542001,SSEN-2822005420
SSEN-282200542002,SSEN-2822005420
SSEN-282200542005,SSEN-2822005420
SSEN-282200544001,SSEN-2822005440
SSEN-282200544002,SSEN-2822005440
SSEN-282200544003,SSEN-2822005440
SSEN-282200544004,SSEN-2822005440
SSEN-282200546001,SSEN-2822005460
SSEN-282200548002,SSEN-2822005480
SSEN-282200548003,SSEN-2822005480
SSEN-282200548004,SSEN-2822005480
SSEN-282200548502,SSEN-2822005485
SSEN-282200548503,SSEN-2822005485
SSEN-282200602002,SSEN-2822006020
SSEN-282200606001,SSEN-2822006060
SSEN-282200606002,SSEN-2822006060
SSEN-282200606003,SSEN-2822006060
SSEN-282200606004,SSEN-2822006060
SSEN-282200608001,SSEN-2822006080
SSEN-282200608002,SSEN-2822006080
SSEN-282200608003,SSEN-2822006080
SSEN-282200610001,SSEN-2822006100
SSEN-282200610002,SSEN-2822006100
SSEN-282200610003,SSEN-2822006100
SSEN-282200611001,SSEN-2822006110
SSEN-282200611003,SSEN-2822006110
SSEN-282200611005,SSEN-2822006110
SSEN-282200612002,SSEN-2822006120
SSEN-282200612003,SSEN-2822006120
SSEN-282200612004,SSEN-2822006120
SSEN-282200612005,SSEN-2822006120
SSEN-282200620002,SSEN-2822006200
SSEN-282200620004,SSEN-2822006200
SSEN-282200620005,SSEN-2822006200
SSEN-282200620006,SSEN-2822006200
SSEN-282200628001,SSEN-2822006280
SSEN-282200628002,SSEN-2822006280
SSEN-282200628003,SSEN-2822006280
SSEN-282200630001,SSEN-2822006300
SSEN-282200630002,SSEN-2822006300
SSEN-282200630003,SSEN-2822006300
SSEN-282200630004,SSEN-2822006300
SSEN-282200632001,SSEN-2822006320
SSEN-282200632003,SSEN-2822006320
SSEN-282200632004,SSEN-2822006320
SSEN-282200802001,SSEN-2822008020
SSEN-282200802002,SSEN-2822008020
SSEN-282200804001,SSEN-2822008040
SSEN-282200804002,SSEN-2822008040
SSEN-282200804003,SSEN-2822008040
SSEN-282200804005,SSEN-2822008040
SSEN-282200804006,SSEN-2822008040
SSEN-282200806001,SSEN-2822008060
SSEN-282200808001,SSEN-2822008080
SSEN-282200808002,SSEN-2822008080
SSEN-282200810001,SSEN-2822008100
SSEN-282200810002,SSEN-2822008100
SSEN-282200810004,SSEN-2822008100
SSEN-282200810005,SSEN-2822008100
SSEN-282200820002,SSEN-2822008200
SSEN-282200822001,SSEN-2822008220
SSEN-282200822002,SSEN-2822008220
SSEN-282200822003,SSEN-2822008220
SSEN-282200823001,SSEN-2822008230
SSEN-282200823003,SSEN-2822008230
SSEN-282200823004,SSEN-2822008230
SSEN-282200823005,SSEN-2822008230
SSEN-282200823201,SSEN-2822008232
SSEN-282200823501,SSEN-2822008235
SSEN-282200823502,SSEN-2822008235
SSEN-282200824001,SSEN-2822008240
SSEN-282200824002,SSEN-2822008240
SSEN-282200824601,SSEN-2822008246
SSEN-282200824801,SSEN-2822008248
SSEN-282200824802,SSEN-2822008248
SSEN-282200824804,SSEN-2822008248
SSEN-282200825101,SSEN-2822008251
SSEN-282200825102,SSEN-2822008251
SSEN-282200825104,SSEN-2822008251
SSEN-282200837001,SSEN-2822008370
SSEN-282200904002,SSEN-2822009040
SSEN-282200906004,SSEN-2822009060
SSEN-282200908001,SSEN-2822009080
SSEN-282200908002,SSEN-2822009080
SSEN-282200908004,SSEN-2822009080
SSEN-282200910004,SSEN-2822009100
SSEN-282200914001,SSEN-2822009140
SSEN-282200914002,SSEN-2822009140
SSEN-282200914003,SSEN-2822009140
SSEN-282200916001,SSEN-2822009160
SSEN-282200916002,SSEN-2822009160
SSEN-282200916003,SSEN-2822009160
SSEN-282200916004,SSEN-2822009160
SSEN-282200918001,SSEN-2822009180
SSEN-282200918002,SSEN-2822009180
SSEN-282200918004,SSEN-2822009180
SSEN-282200918005,SSEN-2822009180
SSEN-282200920001,SSEN-2822009200
SSEN-282200920002,SSEN-2822009200
SSEN-282200920003,SSEN-2822009200
SSEN-282200920004,SSEN-2822009200
SSEN-282200922002,SSEN-2822009220
SSEN-282200922003,SSEN-2822009220
SSEN-282200922005,SSEN-2822009220
SSEN-282200922008,SSEN-2822009220
SSEN-282200924001,SSEN-2822009240
SSEN-282200924002,SSEN-2822009240
SSEN-282200926001,SSEN-2822009260
SSEN-282200926002,SSEN-2822009260
SSEN-282200926003,SSEN-2822009260
SSEN-282200926005,SSEN-2822009260
SSEN-282200926006,SSEN-2822009260
SSEN-282200928005,SSEN-2822009280
SSEN-282200938002,SSEN-2822009380
SSEN-282200940002,SSEN-2822009400
SSEN-282200940003,SSEN-2822009400
SSEN-282201002001,SSEN-2822010020
SSEN-282201002002,SSEN-2822010020
SSEN-282201002003,SSEN-2822010020
SSEN-282201002004,SSEN-2822010020
SSEN-282201002005,SSEN-2822010020
SSEN-282201014001,SSEN-2822010140
SSEN-282201014002,SSEN-2822010140
SSEN-282201014003,SSEN-2822010140
SSEN-282201016001,SSEN-2822010160
SSEN-282201016002,SSEN-2822010160
SSEN-282201016003,SSEN-2822010160
SSEN-282201016005,SSEN-2822010160
SSEN-282201016006,SSEN-2822010160
SSEN-282201017001,SSEN-2822010170
SSEN-282201017002,SSEN-2822010170
SSEN-282201017003,SSEN-2822010170
SSEN-282201017004,SSEN-2822010170
SSEN-282201018001,SSEN-2822010180
SSEN-282201018002,SSEN-2822010180
SSEN-282201018003,SSEN-2822010180
SSEN-282201022002,SSEN-2822010220
SSEN-282201022004,SSEN-2822010220
SSEN-282201024003,SSEN-2822010240
SSEN-282201026003,SSEN-2822010260
SSEN-282201034002,SSEN-2822010340
SSEN-282201036002,SSEN-2822010360
SSEN-282201036003,SSEN-2822010360
SSEN-282201036005,SSEN-2822010360
SSEN-282201046001,SSEN-2822010460
SSEN-282201046002,SSEN-2822010460
SSEN-282201046003,SSEN-2822010460
SSEN-282201046004,SSEN-2822010460
SSEN-282201048001,SSEN-2822010480
SSEN-282201048002,SSEN-2822010480
SSEN-282201048003,SSEN-2822010480
SSEN-282201050001,SSEN-2822010500
SSEN-282201050006,SSEN-2822010500
SSEN-282201050008,SSEN-2822010500
SSEN-282201050009,SSEN-2822010500
SSEN-282201052001,SSEN-2822010520
SSEN-282201052002,SSEN-2822010520
SSEN-282201052003,SSEN-2822010520
SSEN-282201102001,SSEN-2822011020
SSEN-282201102002,SSEN-2822011020
SSEN-282201102004,SSEN-2822011020
SSEN-282201104001,SSEN-2822011040
SSEN-282201104002,SSEN-2822011040
SSEN-282201104003,SSEN-2822011040
SSEN-282201106001,SSEN-2822011060
SSEN-282201106002,SSEN-2822011060
SSEN-282201106003,SSEN-2822011060
SSEN-282201106004,SSEN-2822011060
SSEN-282201110001,SSEN-2822011100
SSEN-282201110002,SSEN-2822011100
SSEN-282201123001,SSEN-2822011230
SSEN-282201126001,SSEN-2822011260
SSEN-282201126004,SSEN-2822011260
SSEN-282201126005,SSEN-2822011260
SSEN-282201128001,SSEN-2822011280
SSEN-282201128002,SSEN-2822011280
SSEN-282201128003,SSEN-2822011280
SSEN-282201129001,SSEN-2822011290
SSEN-282201129002,SSEN-2822011290
SSEN-282201132002,SSEN-2822011320
SSEN-282201132005,SSEN-2822011320
SSEN-282201132006,SSEN-2822011320
SSEN-282201134001,SSEN-2822011340
SSEN-282201136001,SSEN-2822011360
SSEN-282201137302,SSEN-2822011373
SSEN-282201138001,SSEN-2822011380
SSEN-282201138004,SSEN-2822011380
SSEN-282201138501,SSEN-2822011385
SSEN-282201138505,SSEN-2822011385
SSEN-282201138506,SSEN-2822011385
SSEN-282201602001,SSEN-2822016020
SSEN-282201602003,SSEN-2822016020
SSEN-282201620003,SSEN-2822016200
SSEN-282201624001,SSEN-2822016240
SSEN-282201624002,SSEN-2822016240
SSEN-282202201001,SSEN-2822022010
SSEN-282202403001,SSEN-2822024030
SSEN-282202403502,SSEN-2822024035
SSEN-282202403503,SSEN-2822024035
SSEN-282202403504,SSEN-2822024035
SSEN-282202406001,SSEN-2822024060
SSEN-282202406002,SSEN-2822024060
SSEN-282202406003,SSEN-2822024060
SSEN-282202406004,SSEN-2822024060
SSEN-282202406007,SSEN-2822024060
SSEN-282202601001,SSEN-2822026010
SSEN-282202606003,SSEN-2822026060
SSEN-282202606005,SSEN-2822026060
SSEN-282202608001,SSEN-2822026080
SSEN-282202609005,SSEN-2822026090
SSEN-282202610001,SSEN-2822026100
SSEN-282202610004,SSEN-2822026100
SSEN-282202610005,SSEN-2822026100
SSEN-282202611503,SSEN-2822026115
SSEN-282202612001,SSEN-2822026120
SSEN-282202612002,SSEN-2822026120
SSEN-282202612003,SSEN-2822026120
SSEN-282202612004,SSEN-2822026120
SSEN-282202613003,SSEN-2822026130
SSEN-282202614001,SSEN-2822026140
SSEN-282202614004,SSEN-2822026140
SSEN-282202615001,SSEN-2822026150
SSEN-282202615002,SSEN-2822026150
SSEN-282202615003,SSEN-2822026150
SSEN-282202616001,SSEN-2822026160
SSEN-282202616002,SSEN-2822026160
SSEN-282202616003,SSEN-2822026160
SSEN-282202616005,SSEN-2822026160
SSEN-282202617001,SSEN-2822026170
SSEN-282202618003,SSEN-2822026180
SSEN-282202618005,SSEN-2822026180
SSEN-282202619001,SSEN-2822026190
SSEN-282202801001,SSEN-2822028010
SSEN-282202801002,SSEN-2822028010
SSEN-282202801003,SSEN-2822028010
SSEN-282202801004,SSEN-2822028010
SSEN-282202802001,SSEN-2822028020
SSEN-282202802003,SSEN-2822028020
SSEN-282202803001,SSEN-2822028030
SSEN-282202803002,SSEN-2822028030
SSEN-282202803003,SSEN-2822028030
SSEN-282202803004,SSEN-2822028030
SSEN-282202804001,SSEN-2822028040
SSEN-282202804002,SSEN-2822028040
SSEN-282202805001,SSEN-2822028050
SSEN-282202805002,SSEN-2822028050
SSEN-282202805003,SSEN-2822028050
SSEN-282202806002,SSEN-2822028060
SSEN-282202807001,SSEN-2822028070
SSEN-282202807003,SSEN-2822028070
SSEN-282202807004,SSEN-2822028070
SSEN-282202807005,SSEN-2822028070
SSEN-282202807006,SSEN-2822028070
SSEN-282202807007,SSEN-2822028070
SSEN-282202807008,SSEN-2822028070
